Using Theano backend.
reg, 1, 1000, 0.1, 1e-09, 0.1, 31.2278177595, 32.6808510638
reg, 2, 1000, 0.1, 1e-09, 0.1, 32.7935319771, 35.186290675
clas, 1, 1000, 0.3, 1e-09, 0.1, 8.4382381423, 16.0375367876
clas, 2, 1000, 0.3, 1e-09, 0.1, 8.05014169984, 7.55047801941
reg, 1, 1000, 0.3, 1e-09, 0.1, 42.3385155863, 40.7785714286
reg, 2, 1000, 0.3, 1e-09, 0.1, 31.7746921866, 30.45
clas, 1, 10000, 0.1, 1e-09, 0.1, 5.76763293514, 16.1180953979
clas, 2, 10000, 0.1, 1e-09, 0.1, 1.90749146793, 4.37840983981
reg, 1, 10000, 0.1, 1e-09, 0.1, 31.4434248611, 32.9622370892
reg, 2, 10000, 0.1, 1e-09, 0.1, 41.6474820144, 43.8936170213
clas, 1, 10000, 0.3, 1e-09, 0.1, 3.96831095604, 0.0982260471062
clas, 2, 10000, 0.3, 1e-09, 0.1, 7.80227544029, 1.12003275516
reg, 1, 10000, 0.3, 1e-09, 0.1, 31.7793914237, 30.4578448601
reg, 2, 10000, 0.3, 1e-09, 0.1, 31.8456498494, 30.4929107241
clas, 1, 1000, 0.1, 1e-09, 0.9, 2.13459493531, 0.205786863431
clas, 2, 1000, 0.1, 1e-09, 0.9, 1.41656816526, 1.43296200321
reg, 1, 1000, 0.1, 1e-09, 0.9, 31.3487684429, 32.6808524842
reg, 2, 1000, 0.1, 1e-09, 0.9, 31.2384601353, 32.6969261169
clas, 1, 1000, 0.3, 1e-09, 0.9, 8.31945196747, 13.2031213821
clas, 2, 1000, 0.3, 1e-09, 0.9, 8.07612658616, 0.00644011501341
reg, 1, 1000, 0.3, 1e-09, 0.9, 36.97654349, 35.5745120146
reg, 2, 1000, 0.3, 1e-09, 0.9, 42.3487654321, 40.7785714286
clas, 1, 10000, 0.1, 1e-09, 0.9, 1.79299218046, 2.30914832864
clas, 2, 10000, 0.1, 1e-09, 0.9, 1.79156062669, 4.57608423914
reg, 1, 10000, 0.1, 1e-09, 0.9, 31.2278177527, 32.6808510638
reg, 2, 10000, 0.1, 1e-09, 0.9, 31.2278177458, 32.6808510638
clas, 1, 10000, 0.3, 1e-09, 0.9, 1.8709994638, 9.8700873057
clas, 2, 10000, 0.3, 1e-09, 0.9, 2.75036978306, 1.4633467292
reg, 1, 10000, 0.3, 1e-09, 0.9, 31.774831869, 30.45
reg, 2, 10000, 0.3, 1e-09, 0.9, 36.613690315, 35.1571229935
